r1,r2,support,weight_log1p
P1290,P241,116,4.762174
P1290,P1853,6,1.945910
P1290,P1884,65,4.189655
P1290,P1889,118,4.779123
P1290,P2354,49,3.912023
P1290,P2632,9,2.302585
P1290,P2650,26,3.295837
P1290,P3342,37,3.637586
P1290,P3091,5,1.791759
P1290,P237,8,2.197225
P1290,P264,22,3.135494
P1290,P2579,2,1.098612
P1290,P1950,28,3.367296
P1290,P2348,8,2.197225
P1290,P3205,7,2.079442
P1290,P184,10,2.397895
P1290,P185,7,2.079442
P1290,P2868,9,2.302585
P1290,P2522,2,1.098612
P1290,P2416,2,1.098612
P1290,P2634,3,1.386294
P1290,P39,485,6.186209
P1290,P40,737,6.603944
P1290,P53,660,6.493754
P1290,P410,221,5.402677
P1290,P451,124,4.828314
P1290,P509,258,5.556828
P1290,P3373,745,6.614726
P1290,P3438,2,1.098612
P1290,P3602,20,3.044522
P1290,P5008,208,5.342334
P1290,P463,243,5.497168
P1290,P512,33,3.526361
P1290,P361,121,4.804021
P1290,P358,13,2.639057
P1290,P412,12,2.564949
P1290,P511,212,5.361292
P1290,P3828,9,2.302585
P1290,P485,65,4.189655
P1290,P411,17,2.890372
P1290,P3448,36,3.610918
P1290,P3716,216,5.379897
P1290,P3919,7,2.079442
P1290,P5096,4,1.609438
P1290,P413,8,2.197225
P1290,P460,5,1.791759
P1290,P5056,4,1.609438
P1290,P69,437,6.082219
P1290,P551,213,5.365976
P1290,P607,131,4.882802
P1290,P734,719,6.579251
P1290,P735,1134,7.034388
P1290,P793,95,4.564348
P1290,P6379,143,4.969813
P1290,P6886,224,5.416100
P1290,P7763,224,5.416100
P1290,P6275,30,3.433987
P1290,P6758,2,1.098612
P1290,P7084,29,3.401197
P1290,P737,26,3.295837
P1290,P641,56,4.043051
P1290,P552,10,2.397895
P1290,P598,11,2.484907
P1290,P7779,6,1.945910
P1290,P6104,34,3.555348
P1290,P6872,4,1.609438
P1290,P54,10,2.397895
P1290,P7153,4,1.609438
P1290,P611,10,2.397895
P1290,P5323,3,1.386294
P1290,P66,3,1.386294
P1290,P6364,3,1.386294
P1290,P767,3,1.386294
P1290,P5800,5,1.791759
P1290,P800,74,4.317488
P1290,P910,310,5.739793
P1290,P937,184,5.220356
P1290,P945,53,3.988984
P1290,P8852,8,2.197225
P1290,P9493,44,3.806662
P1290,P97,612,6.418365
P1290,P841,15,2.772589
P1290,P85,27,3.332205
P1290,P91,14,2.708050
P1290,P802,28,3.367296
P1290,P859,4,1.609438
P1290,P8625,2,1.098612
P1290,P812,4,1.609438
P1290,P9969,2,1.098612
P1290,P9071,3,1.386294
P1303,P527,69,4.248495
P1303,P1071,12,2.564949
P12994,P1034,3,1.386294
P12994,P1269,11,2.484907
P12994,P1343,43,3.784190
P12994,P1424,25,3.258097
P12994,P13176,3,1.386294
P12994,P1151,13,2.639057
P12994,P1299,11,2.484907
P12994,P1535,4,1.609438
P12994,P105,10,2.397895
P12994,P13318,3,1.386294
P12994,P101,7,2.079442
P12994,P1382,12,2.564949
P12994,P1420,2,1.098612
P12994,P121,2,1.098612
P12994,P140,6,1.945910
P12994,P1412,3,1.386294
P12994,P141,3,1.386294
P12994,P1403,2,1.098612
P12994,P138,5,1.791759
P12994,P103,2,1.098612
P12994,P1001,2,1.098612
P12994,P279,72,4.290459
P12994,P1542,3,1.386294
P12994,P1552,26,3.295837
P12994,P1889,51,3.951244
P12994,P2184,7,2.079442
P12994,P2283,12,2.564949
P12994,P2579,20,3.044522
P12994,P2737,9,2.302585
P12994,P155,4,1.609438
P12994,P2354,12,2.564949
P12994,P2738,6,1.945910
P12994,P1672,8,2.197225
P12994,P171,9,2.302585
P12994,P17,9,2.302585
P12994,P2341,2,1.098612
P12994,P2388,2,1.098612
P12994,P27,2,1.098612
P12994,P2670,4,1.609438
P12994,P1557,3,1.386294
P12994,P172,2,1.098612
P12994,P2789,2,1.098612
P12994,P31,63,4.158883
P12994,P361,20,3.044522
P12994,P460,19,2.995732
P12994,P461,15,2.772589
P12994,P4733,6,1.945910
P12994,P5008,34,3.555348
P12994,P2959,8,2.197225
P12994,P3729,2,1.098612
P12994,P366,12,2.564949
P12994,P3342,2,1.098612
P12994,P417,2,1.098612
P12994,P2974,2,1.098612
P12994,P495,2,1.098612
P12994,P425,7,2.079442
P12994,P462,2,1.098612
P12994,P527,22,3.135494
P12994,P910,62,4.143135
P12994,P5869,8,2.197225
P12994,P8989,3,1.386294
P12994,P5125,3,1.386294
P12994,P6104,13,2.639057
P12994,P6186,6,1.945910
P12994,P7084,2,1.098612
P12994,P944,3,1.386294
P12994,P828,2,1.098612
P12994,P7582,2,1.098612
P12994,P7603,2,1.098612
P12994,P9714,2,1.098612
P13044,P646,1271,7.148346
P13044,P279,1266,7.144407
P13044,P31,1226,7.112327
P13044,P373,1204,7.094235
P13044,P910,1119,7.021084
P13044,P18,980,6.888572
P13044,P227,908,6.812345
P13044,P13591,839,6.733402
P13044,P244,835,6.728629
P13044,P8189,816,6.705639
P13044,P1417,813,6.701960
P13044,P1343,795,6.679599
P13044,P1889,794,6.678342
P13044,P691,781,6.661855
P13044,P8408,736,6.602588
P13044,P3417,731,6.595781
P13044,P2347,660,6.493754
P13044,P268,622,6.434547
P13044,P6366,615,6.423247
P13044,P8313,578,6.361302
P13044,P8814,575,6.356108
P13044,P508,570,6.347389
P13044,P10283,568,6.343880
P13044,P1036,565,6.338594
P13044,P5008,549,6.309918
P13044,P4342,539,6.291569
P13044,P2581,538,6.289716
P13044,P3827,517,6.249975
P13044,P361,488,6.192362
P13044,P349,472,6.159095
P13044,P12800,472,6.159095
P13044,P1014,459,6.131226
P13044,P12596,449,6.109248
P13044,P1296,449,6.109248
P13044,P1245,448,6.107023
P13044,P12086,447,6.104793
P13044,P12385,445,6.100319
P13044,P1552,443,6.095825
P13044,P1617,427,6.059123
P13044,P10565,425,6.054439
P13044,P7033,399,5.991465
P13044,P527,398,5.988961
P13044,P3553,387,5.961005
P13044,P1424,363,5.897154
P13044,P8168,360,5.888878
P13044,P11514,359,5.886104
P13044,P3219,344,5.843544
P13044,P672,341,5.834811
P13044,P486,340,5.831882
P13044,P2924,339,5.828946
P13047,P131,8,2.197225
P13047,P155,2,1.098612
P13047,P1343,9,2.302585
P13047,P1365,8,2.197225
P13047,P1366,14,2.708050
P13047,P1064,3,1.386294
P13047,P138,3,1.386294
P13047,P1464,2,1.098612
P13047,P1465,2,1.098612
P13047,P106,4,1.609438
P13047,P119,3,1.386294
P13047,P1327,2,1.098612
P13047,P1435,2,1.098612
P13047,P31,28,3.367296
P13047,P17,24,3.218876
P13047,P159,12,2.564949
P13047,P452,2,1.098612
P13047,P1830,6,1.945910
P13047,P1889,3,1.386294
P13047,P421,2,1.098612
P13047,P1792,2,1.098612
P13047,P156,3,1.386294
P13047,P19,2,1.098612
P13047,P20,2,1.098612
P13047,P21,4,1.609438
P13047,P27,3,1.386294
P13047,P40,2,1.098612
P13047,P355,2,1.098612
P13047,P910,12,2.564949
P13047,P47,2,1.098612
P13047,P7867,2,1.098612
P13047,P551,2,1.098612
P13047,P734,3,1.386294
P13047,P735,4,1.609438
P13047,P937,2,1.098612
P13047,P7888,4,1.609438
P13047,P5817,4,1.609438
P1308,P31,16162,9.690480
P1308,P21,15999,9.680344
P1308,P39,15317,9.636784
P1308,P106,14997,9.615672
P1308,P27,14152,9.557682
P1308,P735,13565,9.515322
P1308,P569,12603,9.441770
P1308,P19,11257,9.328834
P1308,P734,11092,9.314070
P1308,P1412,9779,9.188095
P1308,P18,9022,9.107532
P1308,P69,8060,8.994793
P1308,P373,7896,8.974238
P1308,P102,7246,8.888343
P1308,P214,6336,8.754161
P1308,P646,6019,8.702843
P1308,P2671,5512,8.614864
P1308,P10632,5357,8.586346
P1308,P570,5239,8.564077
P1308,P1559,4911,8.499436
P1308,P166,4624,8.439232
P1308,P213,4468,8.404920
P1308,P10832,4244,8.353497
P1308,P227,4207,8.344743
P1308,P244,4178,8.337827
P1308,P20,4150,8.331105
P1308,P3368,2986,8.002025
P1308,P1343,2860,7.958926
P1308,P463,2779,7.930206
P1308,P269,2771,7.927324
P1308,P13591,2545,7.842279
P1308,P22,2435,7.798113
P1308,P140,2342,7.759187
P1308,P2163,2236,7.712891
P1308,P268,2157,7.676937
P1308,P26,2142,7.669962
P1308,P1006,2119,7.659171
P1308,P108,2105,7.652546
P1308,P2002,2034,7.618251
P1308,P103,2027,7.614805
P1308,P937,2007,7.604894
P1308,P40,2002,7.602401
P1308,P1207,1968,7.585281
P1308,P119,1925,7.563201
P1308,P7902,1907,7.553811
P1308,P7293,1891,7.545390
P1308,P8189,1873,7.535830
P1308,P2600,1865,7.531552
P1308,P13049,1823,7.508787
P1308,P8445,1804,7.498316
P1304,P17,181,5.204007
P1304,P131,48,3.891820
P1304,P159,174,5.164786
P1304,P1001,28,3.367296
P1304,P1889,9,2.302585
P1304,P2388,131,4.882802
P1304,P112,12,2.564949
P1304,P127,7,2.079442
P1304,P1343,6,1.945910
P1304,P1365,29,3.401197
P1304,P1366,18,2.944439
P1304,P1454,17,2.890372
P1304,P1424,2,1.098612
P1304,P1830,13,2.639057
P1304,P2541,2,1.098612
P1304,P155,5,1.791759
P1304,P1435,2,1.098612
P1304,P121,2,1.098612
P1304,P101,2,1.098612
P1304,P1037,4,1.609438
P1304,P1269,3,1.386294
P1304,P276,2,1.098612
P1304,P31,181,5.204007
P1304,P38,90,4.510860
P1304,P488,92,4.532599
P1304,P92,7,2.079442
P1304,P527,12,2.564949
P1304,P910,51,3.951244
P1304,P5008,11,2.484907
P1304,P6379,4,1.609438
P1304,P6,2,1.098612
P1304,P355,18,2.944439
P1304,P361,39,3.688879
P1304,P740,4,1.609438
P1304,P452,18,2.944439
P1304,P463,41,3.737670
P1304,P485,3,1.386294
P1304,P3320,10,2.397895
P1304,P749,9,2.302585
P1304,P414,3,1.386294
P1304,P793,2,1.098612
P1304,P797,2,1.098612
P1304,P457,3,1.386294
P1304,P669,2,1.098612
P1310,P31,4,1.609438
P1310,P1889,2,1.098612
P1310,P1343,2,1.098612
P1310,P910,2,1.098612
P1310,P5008,2,1.098612
P1312,P31,28,3.367296
P1312,P279,131,4.882802
P1312,P1312,111,4.718499
P1312,P1322,51,3.951244
P1312,P1343,23,3.178054
P1312,P1552,24,3.218876
P1312,P1889,37,3.637586
P1312,P5008,12,2.564949
P1312,P2579,29,3.401197
P1312,P2738,6,1.945910
P1312,P1299,9,2.302585
P1312,P1678,44,3.806662
P1312,P2670,63,4.158883
P1312,P155,34,3.555348
P1312,P156,35,3.583519
P1312,P1424,6,1.945910
P1312,P2737,2,1.098612
P1312,P361,11,2.484907
P1312,P460,4,1.609438
P1312,P461,5,1.791759
P1312,P138,4,1.609438
P1312,P1269,2,1.098612
P1312,P3263,8,2.197225
P1312,P12457,6,1.945910
P1312,P910,23,3.178054
P1312,P6104,69,4.248495
P1312,P527,7,2.079442
P1312,P5869,3,1.386294
P1313,P31,63591,11.060243
P1313,P1001,63505,11.058890
P1313,P17,63294,11.055562
P1313,P279,54128,10.899125
P1313,P2521,31566,10.359868
P1313,P3321,14742,9.598524
P1313,P361,10135,9.223849
P1313,P2389,9333,9.141419
P1313,P910,4959,8.509161
P1313,P576,4784,8.473241
P1313,P2354,3446,8.145260
P1313,P1308,3081,8.033334
P1313,P373,2776,7.929126
P1313,P571,2660,7.886457
P1313,P748,1971,7.586804
P1313,P94,1185,7.078342
P1313,P2097,1136,7.036148
P1313,P2098,852,6.748760
P1313,P646,564,6.336826
P1313,P856,551,6.313548
P1313,P2671,367,5.908083
P1313,P263,286,5.659482
P1313,P1365,275,5.620401
P1313,P1424,256,5.549076
P1313,P18,253,5.537334
P1313,P1705,244,5.501258
P1313,P41,157,5.062595
P1313,P1366,143,4.969813
P1313,P511,137,4.927254
P1313,P1889,130,4.875197
P1313,P13440,115,4.753590
P1313,P158,83,4.430817
P1313,P1448,79,4.382027
P1313,P2002,75,4.330733
P1313,P131,67,4.219508
P1313,P2715,66,4.204693
P1313,P8687,64,4.174387
P1313,P227,62,4.143135
P1313,P1343,62,4.143135
P1313,P2581,59,4.094345
P1313,P3417,52,3.970292
P1313,P244,44,3.806662
P1313,P2868,43,3.784190
P1313,P214,42,3.761200
P1313,P13591,41,3.737670
P1313,P973,35,3.583519
P1313,P8168,34,3.555348
P1313,P8408,34,3.555348
P1313,P2013,32,3.496508
P1313,P1417,30,3.433987
P13177,P31,20467,9.926618
P13177,P13177,20465,9.926520
P13177,P225,20443,9.925445
P13177,P105,20432,9.924907
P13177,P171,20297,9.918278
P13177,P846,13269,9.493261
P13177,P5055,10695,9.277625
P13177,P9157,9604,9.170039
P13177,P10585,8132,9.003685
P13177,P910,7256,8.889722
P13177,P685,6921,8.842460
P13177,P3151,6674,8.806124
P13177,P2892,6027,8.704171
P13177,P18,5492,8.611230
P13177,P815,5412,8.596559
P13177,P373,5398,8.593969
P13177,P830,5334,8.582044
P13177,P850,5244,8.565031
P13177,P646,4426,8.395477
P13177,P4807,4106,8.320448
P13177,P3606,3869,8.261010
P13177,P2671,3620,8.194506
P13177,P7224,3525,8.167919
P13177,P838,3440,8.143517
P13177,P3240,3352,8.117611
P13177,P961,3273,8.093768
P13177,P5037,3011,8.010360
P13177,P8707,2912,7.976939
P13177,P960,2766,7.925519
P13177,P6039,2725,7.910591
P13177,P6366,2622,7.872074
P13177,P1939,2459,7.807917
P13177,P2743,2439,7.799753
P13177,P1421,2396,7.781973
P13177,P2752,2306,7.743703
P13177,P7715,2257,7.722235
P13177,P3405,2112,7.655864
P13177,P3031,1925,7.563201
P13177,P842,1799,7.495542
P13177,P6507,1741,7.462789
P13177,P1895,1692,7.434257
P13177,P13591,1686,7.430707
P13177,P1813,1601,7.379008
P13177,P1843,1599,7.377759
P13177,P7202,1518,7.325808
P13177,P427,1374,7.226209
P13177,P1992,1340,7.201171
P13177,P2464,1303,7.173192
P13177,P12763,1184,7.077498
P13177,P3060,1090,6.994850
P12995,P122,21,3.091042
P12995,P1151,40,3.713572
P12995,P10280,11,2.484907
P12995,P101,40,3.713572
P12995,P102,23,3.178054
P12995,P103,39,3.688879
P12995,P106,88,4.488636
P12995,P108,16,2.833213
P12995,P1038,27,3.332205
P12995,P1050,18,2.944439
P12995,P1142,18,2.944439
P12995,P10624,3,1.386294
P12995,P121,13,2.639057
P12995,P119,30,3.433987
P12995,P1049,4,1.609438
P12995,P1196,22,3.135494
P12995,P112,19,2.995732
P12995,P1001,35,3.583519
P12995,P1037,13,2.639057
P12995,P10527,3,1.386294
P12995,P1066,8,2.197225
P12995,P138,33,3.526361
P12995,P1304,16,2.833213
P12995,P1313,22,3.135494
P12995,P1343,103,4.644391
P12995,P1365,45,3.828641
P12995,P13574,11,2.484907
P12995,P131,28,3.367296
P12995,P1344,45,3.828641
P12995,P12443,7,2.079442
P12995,P140,44,3.806662
P12995,P1299,12,2.564949
P12995,P1340,11,2.484907
P12995,P1269,8,2.197225
P12995,P1366,16,2.833213
P12995,P127,4,1.609438
P12995,P135,5,1.791759
P12995,P136,32,3.496508
P12995,P1399,3,1.386294
P12995,P1283,7,2.079442
P12995,P1303,24,3.218876
P12995,P1290,8,2.197225
P12995,P1336,3,1.386294
P12995,P1387,10,2.397895
P12995,P1321,3,1.386294
P12995,P137,2,1.098612
P12995,P1398,2,1.098612
P12995,P1308,2,1.098612
P12995,P150,26,3.295837
P12995,P155,24,3.218876
P12995,P163,33,3.526361
P12995,P1464,22,3.135494
P12995,P1465,21,3.091042
P12995,P1552,23,3.178054
P12995,P1589,19,2.995732
P12995,P1622,17,2.890372
P12995,P1456,4,1.609438
P12995,P1546,16,2.833213
P12995,P166,67,4.219508
P12995,P1411,16,2.833213
P12995,P1412,81,4.406719
P12995,P1424,63,4.158883
P12995,P1429,4,1.609438
P12995,P159,76,4.343805
P12995,P1441,8,2.197225
P12995,P1455,3,1.386294
P12995,P1454,16,2.833213
P12995,P1598,2,1.098612
P12995,P156,9,2.302585
P12995,P1416,4,1.609438
P12995,P194,23,3.178054
P12995,P206,17,2.890372
P12995,P208,20,3.044522
P12995,P209,16,2.833213
P12995,P1889,74,4.317488
P12995,P1906,17,2.890372
P12995,P2184,31,3.465736
P12995,P17,134,4.905275
P12995,P1740,19,2.995732
P12995,P1791,19,2.995732
P12995,P1792,26,3.295837
P12995,P1830,42,3.761200
P12995,P19,80,4.394449
P12995,P21,93,4.543295
P12995,P172,22,3.135494
P12995,P1853,4,1.609438
P12995,P20,38,3.663562
P12995,P1884,10,2.397895
P12995,P1950,2,1.098612
P12995,P1875,4,1.609438
P12995,P210,3,1.386294
P12995,P169,3,1.386294
P12995,P199,2,1.098612
P12995,P2596,16,2.833213
P12995,P2633,20,3.044522
P12995,P237,25,3.258097
P12995,P22,50,3.931826
P12995,P25,45,3.828641
P12995,P26,49,3.912023
P12995,P27,87,4.477337
P12995,P2579,7,2.079442
P12995,P264,28,3.367296
P12995,P2354,17,2.890372
P12995,P2652,4,1.609438
P12995,P2348,5,1.791759
P12995,P2388,27,3.332205
P12995,P2541,5,1.791759
P12995,P2650,3,1.386294
P12995,P2238,3,1.386294
P12995,P2632,4,1.609438
P12995,P2670,4,1.609438
P12995,P2737,2,1.098612
P12995,P241,16,2.833213
P12995,P2283,7,2.079442
P12995,P2389,2,1.098612
P12995,P30,31,3.465736
P12995,P31,257,5.552960
P12995,P2852,17,2.890372
P12995,P2853,16,2.833213
P12995,P2936,29,3.401197
P12995,P2959,25,3.258097
P12995,P3373,46,3.850148
P12995,P3448,2,1.098612
P12995,P3403,6,1.945910
P12995,P3075,6,1.945910
P12995,P3461,5,1.791759
P12995,P3150,3,1.386294
P12995,P3091,3,1.386294
P12995,P3301,2,1.098612
P12995,P3320,4,1.609438
P12995,P3342,8,2.197225
P12995,P279,17,2.890372
P12995,P276,18,2.944439
P12995,P2813,3,1.386294
P12995,P3438,3,1.386294
P12995,P35,18,2.944439
P12995,P36,28,3.367296
P12995,P37,29,3.401197
P12995,P38,24,3.218876
P12995,P361,70,4.262680
P12995,P421,20,3.044522
P12995,P417,4,1.609438
P12995,P39,58,4.077537
P12995,P40,42,3.761200
P12995,P3602,8,2.197225
P12995,P418,7,2.079442
P12995,P358,22,3.135494
P12995,P355,36,3.610918
P12995,P3828,3,1.386294
P12995,P3902,2,1.098612
P12995,P411,2,1.098612
P12995,P410,18,2.944439
P12995,P412,11,2.484907
P12995,P3975,4,1.609438
P12995,P3842,4,1.609438
P12995,P3712,2,1.098612
P12995,P4195,8,2.197225
P12995,P3919,2,1.098612
P12995,P4185,2,1.098612
P12995,P3716,3,1.386294
P12995,P3876,2,1.098612
P12995,P366,3,1.386294
P12995,P47,26,3.295837
P12995,P463,81,4.406719
P12995,P5008,83,4.430817
P12995,P5125,21,3.091042
P12995,P460,13,2.639057
P12995,P485,21,3.091042
P12995,P512,8,2.197225
P12995,P457,22,3.135494
P12995,P451,19,2.995732
P12995,P509,20,3.044522
P12995,P488,28,3.367296
P12995,P461,5,1.791759
P12995,P495,11,2.484907
P12995,P452,5,1.791759
P12995,P511,8,2.197225
P12995,P5096,2,1.098612
P12995,P4220,4,1.609438
P12995,P4675,2,1.098612
P12995,P4379,2,1.098612
P12995,P4791,12,2.564949
P12995,P462,2,1.098612
P12995,P425,2,1.098612
P12995,P6,24,3.218876
P12995,P530,19,2.995732
P12995,P610,20,3.044522
P12995,P5658,14,2.708050
P12995,P6104,22,3.135494
P12995,P53,28,3.367296
P12995,P69,48,3.891820
P12995,P551,32,3.496508
P12995,P552,6,1.945910
P12995,P6886,21,3.091042
P12995,P527,55,4.025352
P12995,P6379,22,3.135494
P12995,P6275,10,2.397895
P12995,P6365,12,2.564949
P12995,P6364,4,1.609438
P12995,P607,38,3.663562
P12995,P553,6,1.945910
P12995,P5869,2,1.098612
P12995,P641,7,2.079442
P12995,P6758,3,1.386294
P12995,P54,3,1.386294
P12995,P5460,4,1.609438
P12995,P669,2,1.098612
P12995,P611,2,1.098612
P12995,P78,19,2.995732
P12995,P85,34,3.555348
P12995,P706,9,2.302585
P12995,P793,58,4.077537
P12995,P832,13,2.639057
P12995,P7867,24,3.218876
P12995,P8402,20,3.044522
P12995,P734,68,4.234107
P12995,P735,84,4.442651
P12995,P737,16,2.833213
P12995,P800,27,3.332205
P12995,P7763,22,3.135494
P12995,P7084,8,2.197225
P12995,P8693,4,1.609438
P12995,P802,6,1.945910
P12995,P841,2,1.098612
P12995,P740,13,2.639057
P12995,P859,2,1.098612
P12995,P749,27,3.332205
P12995,P797,6,1.945910
P12995,P828,3,1.386294
P12995,P7047,2,1.098612
P12995,P7779,2,1.098612
P12995,P910,177,5.181784
P12995,P937,20,3.044522
P12995,P8744,22,3.135494
P12995,P9241,21,3.091042
P12995,P92,12,2.564949
P12995,P97,21,3.091042
P12995,P8989,4,1.609438
P12995,P91,4,1.609438
P12995,P9419,2,1.098612
P12995,P9660,2,1.098612
P12995,P8839,3,1.386294
P12995,P945,14,2.708050
P12995,P941,2,1.098612
P13188,P31,1172,7.067320
P13188,P17,1081,6.986566
P13188,P527,1037,6.945051
P13188,P1001,1031,6.939254
P13188,P1342,843,6.738152
P13188,P856,707,6.562444
P13188,P646,540,6.293419
P13188,P4253,494,6.204558
P13188,P910,462,6.137727
P13188,P18,421,6.045005
P13188,P373,416,6.033086
P13188,P5555,390,5.968708
P13188,P571,347,5.852202
P13188,P214,320,5.771441
P13188,P159,304,5.720312
P13188,P244,284,5.652489
P13188,P625,226,5.424950
P13188,P154,222,5.407172
P13188,P361,215,5.375278
P13188,P13591,213,5.365976
P13188,P488,188,5.241747
P13188,P2671,184,5.220356
P13188,P1705,172,5.153292
P13188,P2388,165,5.111988
P13188,P8189,159,5.075174
P13188,P213,158,5.068904
P13188,P131,147,4.997212
P13188,P227,142,4.962845
P13188,P1889,140,4.948760
P13188,P155,120,4.795791
P13188,P156,113,4.736198
P13188,P10666,111,4.718499
P13188,P1365,108,4.691348
P13188,P2002,107,4.682131
P13188,P580,101,4.624973
P13188,P2013,100,4.615121
P13188,P582,100,4.615121
P13188,P1417,94,4.553877
P13188,P2397,93,4.543295
P13188,P1448,87,4.477337
P13188,P8687,86,4.465908
P13188,P1343,82,4.418841
P13188,P576,81,4.406719
P13188,P2003,80,4.394449
P13188,P269,79,4.382027
P13188,P6365,78,4.369448
P13188,P3500,75,4.330733
P13188,P3417,70,4.262680
P13188,P691,64,4.174387
P13188,P11245,61,4.127134
P1321,P31,1473,7.295735
P1321,P17,1473,7.295735
P1321,P625,1471,7.294377
P1321,P131,1470,7.293698
P1321,P2044,1463,7.288928
P1321,P902,1456,7.284135
P1321,P373,1452,7.281386
P1321,P395,1443,7.275172
P1321,P8168,1437,7.271009
P1321,P771,1428,7.264730
P1321,P1566,1419,7.258412
P1321,P94,1403,7.247081
P1321,P646,1393,7.239933
P1321,P6766,1389,7.237059
P1321,P281,1385,7.234177
P1321,P8974,1362,7.217443
P1321,P18,1358,7.214504
P1321,P242,1351,7.209340
P1321,P473,1347,7.206377
P1321,P2046,1343,7.203406
P1321,P856,1295,7.167038
P1321,P214,1264,7.142827
P1321,P910,1253,7.134094
P1321,P1082,1239,7.122867
P1321,P402,1217,7.104965
P1321,P1325,1180,7.074117
P1321,P1448,1164,7.060476
P1321,P37,1143,7.042286
P1321,P227,1140,7.039660
P1321,P5008,1123,7.024649
P1321,P4829,1086,6.991177
P1321,P1456,1069,6.975414
P1321,P8714,1020,6.928538
P1321,P463,875,6.775366
P1321,P47,846,6.741701
P1321,P10832,825,6.716595
P1321,P206,639,6.461468
P1321,P5573,543,6.298949
P1321,P1464,527,6.269096
P1321,P421,478,6.171701
P1321,P982,449,6.109248
P1321,P1435,446,6.102559
P1321,P244,406,6.008813
P1321,P8189,329,5.799093
P1321,P13591,315,5.755742
P1321,P1792,289,5.669881
P1321,P1366,288,5.666427
P1321,P2326,283,5.648974
P1321,P41,272,5.609472
P1321,P7197,267,5.590987
P13210,P31,11,2.484907
P13210,P1001,10,2.397895
P13210,P17,9,2.302585
P13210,P279,7,2.079442
P13210,P366,5,1.791759
P13210,P92,3,1.386294
P13210,P646,2,1.098612
P13210,P2378,2,1.098612
P13210,P1889,2,1.098612
P13210,P1269,2,1.098612
